Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"C1","0.1uF","C_0603_1608Metric",89.562000,-61.334000,0.000000,top
"C2","10uF","C_0805_2012Metric",141.500000,-99.250000,0.000000,top
"C3","10uF","C_0805_2012Metric",138.000000,-99.250000,180.000000,top
"C4","18p","C_0603_1608Metric",150.745000,-129.794000,-90.000000,top
"C5","1000uF","CP_Elec_10x10",70.656000,-46.888000,90.000000,top
"C6","0.1uF","C_0603_1608Metric",149.502000,-52.742000,0.000000,top
"C7","18p","C_0603_1608Metric",153.956000,-128.927000,180.000000,top
"C8","18p","C_0603_1608Metric",136.353000,-130.044000,-90.000000,top
"C9","0.1uF","C_0603_1608Metric",108.331000,-55.072000,90.000000,top
"C10","18p","C_0603_1608Metric",139.585000,-128.794000,180.000000,top
"C11","0.1uF","C_0603_1608Metric",71.400000,-137.800000,180.000000,top
"C12","0.1uF","C_0603_1608Metric",103.385000,-118.548000,0.000000,top
"C13","0.1uF","C_0603_1608Metric",141.589000,-109.512000,0.000000,top
"C14","0.1uF","C_0603_1608Metric",127.294000,-109.512000,0.000000,top
"C15","0.1uF","C_0603_1608Metric",150.872000,-134.591000,-90.000000,top
"C16","0.1uF","C_0603_1608Metric",135.997000,-134.864000,-90.000000,top
"C18","4.7uF","C_0603_1608Metric",53.071000,-52.225000,90.000000,top
"C19","2.7pF","C_0603_1608Metric",55.060600,-44.626600,180.000000,top
"C20","1uF","C_0603_1608Metric",58.403000,-44.635800,0.000000,top
"C21","22p","C_0603_1608Metric",97.846000,-115.317000,90.000000,top
"C22","22p","C_0603_1608Metric",103.943000,-114.169000,-90.000000,top
"C23","22p","C_0603_1608Metric",110.066000,-115.445000,90.000000,top
"C24","22p","C_0603_1608Metric",116.412000,-114.228000,-90.000000,top
"C25","0.1uF","C_0603_1608Metric",118.031000,-113.366000,90.000000,top
"C26","0.1uF","C_0603_1608Metric",105.533000,-112.730000,90.000000,top
"C27","47uF","CP_Elec_10x10",50.800000,-73.191000,-90.000000,top
"C28","47uF","CP_Elec_10x10",62.099000,-73.208000,-90.000000,top
"C29","470uF 10V","CP_Elec_6.3x7.7",108.575000,-121.738000,90.000000,top
"C30","0.1uF","C_0603_1608Metric",136.250000,-125.250000,-90.000000,top
"C31","0.1uF","C_0603_1608Metric",150.750000,-124.990000,-90.000000,top
"D1","LED_YELLOW","LED_0805_2012Metric",46.000000,-102.750000,180.000000,top
"D2","LED_RED","LED_0805_2012Metric",46.000000,-99.750000,180.000000,top
"D3","D_Schottky","D_SMA",71.746000,-71.756000,180.000000,top
"D4","LED_GREEN","LED_0805_2012Metric",46.000000,-96.750000,180.000000,top
"D5","WS2812B","LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm",45.100000,-134.150000,180.000000,top
"D6","WS2812B","LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm",53.200000,-134.150000,180.000000,top
"D7","WS2812B","LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm",61.300000,-134.150000,180.000000,top
"D8","LED_RED","LED_0805_2012Metric",116.695000,-127.597000,0.000000,top
"D9","CDSOT23-SM712","SOT-23-3",145.232000,-138.095000,90.000000,top
"D10","CDSOT23-SM712","SOT-23-3",130.745000,-138.218000,90.000000,top
"D11","MBR0530","D_SOD-123",59.048000,-46.713200,0.000000,top
"D12","LED_GREEN","LED_0805_2012Metric",121.600000,-120.500000,90.000000,top
"D17","LED_YELLOW","LED_0805_2012Metric",126.338000,-120.541000,90.000000,top
"D18","WS2812B","LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm",69.500000,-134.150000,180.000000,top
"D19","WS2812B","LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm",53.100000,-142.650000,180.000000,top
"D20","WS2812B","LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm",61.200000,-142.650000,180.000000,top
"D21","WS2812B","LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm",69.300000,-142.650000,180.000000,top
"F1","Polyfuse","Fuse_1206_3216Metric",149.751000,-55.145000,180.000000,top
"J1","1747981-1","TE_1747981-1",140.960000,-48.089000,180.000000,top
"J2","HR913550A","HANRUN_HR911105A",91.690000,-49.076000,0.000000,top
"J3","USB_C_Receptacle_USB2.0","USB_C_Receptacle_XKB_U262-16XN-4BVC11",108.170000,-42.348000,180.000000,top
"J4","Conn_01x04","Molex_KK-254_AE-6410-04A_1x04_P2.54mm_Vertical",69.750000,-91.500000,90.000000,top
"J5","Conn_01x04","Molex_KK-254_AE-6410-04A_1x04_P2.54mm_Vertical",61.750000,-91.500000,90.000000,top
"J6","Conn_01x04","Molex_KK-254_AE-6410-04A_1x04_P2.54mm_Vertical",45.750000,-91.500000,90.000000,top
"J7","USB_A","USB_A_Female_UE27AC54100",123.500000,-48.500000,180.000000,top
"J8","HIGHCURRENTPAD2","PAD_12GA_WIRE",43.600000,-64.300000,0.000000,top
"J9","HIGHCURRENTPAD2","PAD_12GA_WIRE",43.600000,-54.300000,0.000000,top
"J10","Conn_01x04","Molex_KK-254_AE-6410-04A_1x04_P2.54mm_Vertical",53.750000,-91.500000,90.000000,top
"J11","Conn_01x03","Molex_KK-254_AE-6410-03A_1x03_P2.54mm_Vertical",83.180000,-72.615000,180.000000,top
"J12","Conn_01x04","Molex_KK-254_AE-6410-04A_1x04_P2.54mm_Vertical",69.750000,-106.500000,90.000000,top
"J13","RJ45","RJ45_R-RJ45R08P-B000",102.150000,-136.950000,180.000000,top
"J14","RJ45","RJ45_R-RJ45R08P-B000",121.990000,-136.950000,180.000000,top
"J17","Conn_01x04","Molex_KK-254_AE-6410-04A_1x04_P2.54mm_Vertical",77.750000,-91.500000,90.000000,top
"J18","Conn_01x04","Molex_KK-254_AE-6410-04A_1x04_P2.54mm_Vertical",85.750000,-91.500000,90.000000,top
"J19","Conn_01x04","Molex_KK-254_AE-6410-04A_1x04_P2.54mm_Vertical",77.750000,-106.500000,90.000000,top
"J20","Conn_01x04","Molex_KK-254_AE-6410-04A_1x04_P2.54mm_Vertical",85.750000,-106.500000,90.000000,top
"J21","Conn_01x03","Molex_KK-254_AE-6410-03A_1x03_P2.54mm_Vertical",140.670000,-142.507000,180.000000,top
"J22","Conn_01x04","PinHeader_1x04_P2.54mm_Vertical",42.000000,-71.500000,0.000000,top
"J23","Conn_01x01","DF40C-100DS-0.4V51",132.750000,-61.040000,0.000000,top
"J24","Conn_01x01","DF40C-100DS-0.4V51",132.750000,-94.960000,0.000000,top
"L1","100uH","L_15mmx15mm",74.430000,-61.197000,90.000000,top
"L2","10uH","L_1210_3225Metric",59.762000,-51.208000,90.000000,top
"Q1","Q_PMOS_GSD","SOT-23",104.986000,-54.452000,90.000000,top
"Q2","Q_NMOS_GSD","SOT-23",61.551000,-105.991000,0.000000,top
"Q3","Q_NMOS_GSD","SOT-23",61.551000,-102.173000,0.000000,top
"Q4","Q_NMOS_GSD","SOT-23",61.551000,-98.349000,0.000000,top
"Q5","Q_NMOS_GSD","SOT-23",90.460000,-71.548000,90.000000,top
"R1","1k","R_0603_1608Metric",94.031000,-91.223000,0.000000,top
"R2","470R","R_0603_1608Metric",99.222000,-61.618000,0.000000,top
"R3","470R","R_0603_1608Metric",86.796000,-63.672000,0.000000,top
"R4","220R","R_0603_1608Metric",93.925000,-85.540000,180.000000,top
"R5","10k","R_0603_1608Metric",144.939000,-109.512000,180.000000,top
"R6","10k","R_0603_1608Metric",130.415000,-109.512000,180.000000,top
"R7","5.1k","R_0603_1608Metric",110.872000,-48.203000,180.000000,top
"R8","5.1k","R_0603_1608Metric",106.282000,-49.326000,-90.000000,top
"R9","2.2k 1%","R_0603_1608Metric",111.408000,-56.726000,180.000000,top
"R10","1k","R_0603_1608Metric",93.650000,-94.489000,180.000000,top
"R11","2.2k 1%","R_0603_1608Metric",111.398000,-55.148000,0.000000,top
"R12","10k","R_0603_1608Metric",93.884000,-70.369000,180.000000,top
